,id,terrestrial_date,sol,ls,month,min_temp,pressure
171,95,2013-02-11,184,261,9,-67,923
172,96,2013-02-12,185,262,9,-67,923
173,97,2013-02-13,186,263,9,-66,922
174,98,2013-02-14,187,263,9,-67,921
175,99,2013-02-15,188,264,9,-68,920
176,100,2013-02-16,189,265,9,-68,920
177,102,2013-02-17,190,265,9,-66,917
178,103,2013-02-18,191,266,9,-67,921
179,106,2013-02-23,196,269,9,-66,916
180,107,2013-02-24,197,270,10,-68,915
181,108,2013-02-25,198,271,10,-67,914
182,109,2013-02-26,199,271,10,-66,917
183,116,2013-03-23,223,287,10,-71,895
184,117,2013-03-24,224,287,10,-69,894
185,118,2013-03-25,225,288,10,-71,894
186,119,2013-03-26,226,288,10,-70,894
187,120,2013-03-27,227,289,10,-70,892
188,121,2013-03-28,228,290,10,-71,894
189,122,2013-03-29,229,290,10,-69,894
190,124,2013-03-30,230,291,10,-69,888
191,125,2013-03-31,231,292,10,-71,890
192,126,2013-04-01,232,292,10,-69,888
193,127,2013-04-02,233,293,10,-69,889
194,128,2013-04-03,234,293,10,-69,890
195,129,2013-04-04,235,294,10,-70,886
196,130,2013-04-05,236,295,10,-72,886
197,131,2013-04-06,237,295,10,-71,883
198,132,2013-04-07,238,296,10,-70,885
199,133,2013-04-08,239,297,10,-73,885
200,135,2013-04-09,240,297,10,-70,884
201,136,2013-04-10,241,298,10,-72,884
202,137,2013-04-11,242,298,10,-70,881
203,138,2013-04-12,243,299,10,-71,884
204,139,2013-04-13,244,300,11,-69,878
205,140,2013-04-14,245,300,11,-70,879
206,141,2013-04-15,246,301,11,-73,878
207,142,2013-04-16,247,301,11,-71,873
208,143,2013-04-17,248,302,11,-70,877
209,144,2013-04-18,249,303,11,-69,873
210,146,2013-04-19,250,303,11,-70,877
211,147,2013-04-20,251,304,11,-71,876
212,148,2013-04-22,252,304,11,-71,874
213,149,2013-04-23,253,305,11,-71,877
214,150,2013-04-24,254,306,11,-70,871
215,151,2013-04-25,255,306,11,-69,877
216,152,2013-04-26,256,307,11,-70,871
217,153,2013-04-27,257,308,11,-70,871
218,154,2013-04-28,258,308,11,-71,869
219,155,2013-04-29,259,309,11,-72,871
220,157,2013-04-30,260,309,11,-70,875
221,158,2013-05-01,261,310,11,-70,868
222,161,2013-05-08,268,314,11,-70,864
223,162,2013-05-09,269,315,11,-72,866
224,164,2013-05-10,270,315,11,-67,863
225,165,2013-05-11,271,316,11,-69,864
226,166,2013-05-12,272,316,11,-71,864
227,167,2013-05-13,273,317,11,-70,861
228,168,2013-05-14,274,318,11,-70,861
229,169,2013-05-15,275,318,11,-67,860
230,244,2013-05-16,276,319,11,-69,858
231,245,2013-05-17,277,319,11,-69,857
232,246,2013-05-18,278,320,11,-67,855
233,247,2013-05-19,279,321,11,-68,856
234,248,2013-05-20,280,321,11,-69,856
235,249,2013-05-21,281,322,11,-68,855
236,250,2013-05-22,282,322,11,-72,856
237,251,2013-05-23,283,323,11,-68,854
238,252,2013-05-24,284,323,11,-71,854
239,253,2013-05-25,285,324,11,-70,852
240,254,2013-05-26,286,325,11,-71,854
241,255,2013-05-27,287,325,11,-72,856
242,256,2013-05-29,288,326,11,-69,854
243,257,2013-05-30,289,326,11,-71,854
244,258,2013-05-31,290,327,11,-71,853
245,259,2013-06-01,291,327,11,-70,853
246,260,2013-06-02,292,328,11,-71,853
247,261,2013-06-03,293,329,11,-72,850
248,262,2013-06-04,294,329,11,-72,852
249,263,2013-06-05,295,330,12,-71,853
250,264,2013-06-06,296,330,12,-71,850
251,265,2013-06-07,297,331,12,-72,849
252,266,2013-06-08,298,331,12,-72,850
253,267,2013-06-09,299,332,12,-71,849
254,286,2013-06-10,300,333,12,-72,852
255,276,2013-06-11,301,333,12,-73,852
256,287,2013-06-12,302,334,12,-71,850
257,283,2013-06-13,303,334,12,-71,849
258,281,2013-06-14,304,335,12,-70,848
259,275,2013-06-15,305,335,12,-71,847
260,280,2013-06-16,306,336,12,-71,848
261,279,2013-06-17,307,336,12,-72,851
262,282,2013-06-18,308,337,12,-73,850
263,284,2013-06-19,309,338,12,-72,848
264,278,2013-06-20,310,338,12,-71,849
265,277,2013-06-21,311,339,12,-74,846
266,285,2013-06-22,312,339,12,-71,845
267,274,2013-06-23,313,340,12,-77,849
268,272,2013-06-24,314,340,12,-73,848
269,273,2013-06-25,315,341,12,-74,850
270,288,2013-06-26,316,341,12,-74,851
271,268,2013-06-27,317,342,12,-72,849
272,270,2013-06-28,318,342,12,-74,849
273,271,2013-06-29,319,343,12,-73,847
274,269,2013-06-30,320,344,12,-74,846
275,289,2013-07-01,321,344,12,-75,847
276,291,2013-07-02,322,345,12,-74,849
277,290,2013-07-03,323,345,12,-74,847
278,292,2013-07-04,324,346,12,-75,850
279,294,2013-07-06,325,346,12,-74,847
280,295,2013-07-07,326,347,12,-72,848
281,296,2013-07-08,327,347,12,-74,848
282,293,2013-07-09,328,348,12,-75,847
283,298,2013-07-10,329,348,12,-74,847
284,297,2013-07-11,330,349,12,-75,848
285,303,2013-07-12,331,349,12,-74,848
286,300,2013-07-13,332,350,12,-76,849
287,299,2013-07-14,333,350,12,-75,849
288,301,2013-07-15,334,351,12,-74,852
289,302,2013-07-16,335,352,12,-76,852
290,305,2013-07-17,336,352,12,-76,852
291,304,2013-07-18,337,353,12,-75,853
292,306,2013-07-19,338,353,12,-78,848
293,308,2013-07-20,339,354,12,-76,849
294,307,2013-07-21,340,354,12,-76,851
295,310,2013-07-22,341,355,12,-77,852
296,309,2013-07-23,342,355,12,-76,851
297,311,2013-07-24,343,356,12,-77,850
298,317,2013-07-25,344,356,12,-77,851
299,312,2013-07-26,345,357,12,-77,853
300,314,2013-07-27,346,357,12,-76,853
301,313,2013-07-28,347,358,12,-77,851
302,315,2013-07-29,348,358,12,-74,850
303,316,2013-07-30,349,359,12,-75,852
304,318,2013-07-31,350,359,12,-76,853
305,320,2013-08-01,351,0,1,-75,853
306,319,2013-08-02,352,0,1,-77,854
307,323,2013-08-03,353,1,1,-75,855
308,322,2013-08-04,354,1,1,-75,857
309,321,2013-08-05,355,2,1,-75,857
310,324,2013-08-06,356,2,1,-77,856
311,325,2013-08-07,357,3,1,-76,857
312,326,2013-08-17,366,7,1,-76,861
313,328,2013-08-18,367,8,1,-76,862
314,330,2013-08-19,368,8,1,-77,863
315,331,2013-08-20,369,9,1,-75,865
316,332,2013-08-21,370,9,1,-79,865
317,333,2013-08-22,371,10,1,-77,865
318,334,2013-08-23,372,10,1,-76,866
319,335,2013-08-24,373,11,1,-79,866
320,337,2013-08-25,374,11,1,-79,866
321,336,2013-08-26,375,12,1,-77,867
322,340,2013-08-27,376,12,1,-78,870
323,338,2013-08-28,377,13,1,-78,870
324,339,2013-08-29,378,13,1,-78,869
325,341,2013-08-30,379,14,1,-79,870
326,343,2013-08-31,380,14,1,-79,870
327,345,2013-09-01,381,15,1,-79,871
328,344,2013-09-02,382,15,1,-76,872
329,342,2013-09-03,383,16,1,-77,874
330,346,2013-09-04,384,16,1,-77,875
331,351,2013-09-05,385,17,1,-78,874
332,347,2013-09-06,386,17,1,-77,873
333,349,2013-09-07,387,18,1,-78,874
334,350,2013-09-08,388,18,1,-79,875
335,348,2013-09-09,389,19,1,-79,875
336,352,2013-09-10,390,19,1,-78,875
337,353,2013-09-11,391,20,1,-78,875
338,354,2013-09-12,392,20,1,-77,876
339,355,2013-09-13,393,21,1,-76,877
340,356,2013-09-14,394,21,1,-79,878
341,357,2013-09-15,395,22,1,-77,878
342,358,2013-09-16,396,22,1,-78,879
343,359,2013-09-18,397,23,1,-75,880
344,360,2013-09-19,398,23,1,-79,880
345,361,2013-09-20,399,24,1,-79,881
346,363,2013-09-21,400,24,1,-79,881
347,362,2013-09-22,401,25,1,-79,882
348,365,2013-09-23,402,25,1,-78,883
349,364,2013-09-24,403,25,1,-80,883
350,367,2013-09-25,404,26,1,-78,884
351,366,2013-09-26,405,26,1,-82,885
352,374,2013-09-27,406,27,1,-81,886
353,370,2013-09-28,407,27,1,-81,887
354,369,2013-09-29,408,28,1,-80,887
355,368,2013-09-30,409,28,1,-81,887
356,373,2013-10-01,410,29,1,-81,888
357,372,2013-10-02,411,29,1,-82,887
358,371,2013-10-03,412,30,2,-80,888
359,376,2013-10-04,413,30,2,-82,888
360,375,2013-10-05,414,31,2,-79,889
361,377,2013-10-06,415,31,2,-82,890
362,378,2013-10-07,416,32,2,-79,889
363,379,2013-10-08,417,32,2,-82,890
364,380,2013-10-09,418,33,2,-79,891
365,381,2013-10-10,419,33,2,-82,891
366,385,2013-10-11,420,33,2,-80,892
367,382,2013-10-12,421,34,2,-81,890
368,384,2013-10-13,422,34,2,-82,891
369,383,2013-10-14,423,35,2,-81,892
370,386,2013-10-15,424,35,2,-81,893
371,393,2013-10-16,425,36,2,-81,893
372,388,2013-10-17,426,36,2,-79,893
373,392,2013-10-18,427,37,2,-81,893
374,391,2013-10-19,428,37,2,-81,894
375,387,2013-10-20,429,38,2,-82,895
376,390,2013-10-21,430,38,2,-82,896
377,389,2013-10-22,431,39,2,-83,895
378,395,2013-10-23,432,39,2,-80,896
379,394,2013-10-24,433,40,2,-81,895
380,397,2013-10-26,434,40,2,-80,896
381,396,2013-10-27,435,40,2,-81,896
382,398,2013-10-28,436,41,2,-81,897
383,399,2013-10-29,437,41,2,-82,898
384,400,2013-10-30,438,42,2,-79,899
385,401,2013-10-31,439,42,2,-80,899
386,404,2013-11-01,440,43,2,-80,899
387,402,2013-11-02,441,43,2,-81,900
388,405,2013-11-03,442,44,2,-80,900
389,403,2013-11-04,443,44,2,-81,901
390,407,2013-11-16,455,50,2,-84,905
391,406,2013-11-17,456,50,2,-83,905
392,409,2013-11-24,463,53,2,-86,906
393,410,2013-11-25,464,54,2,-84,906
394,412,2013-11-26,465,54,2,-85,906
395,415,2013-11-27,466,55,2,-85,907
396,411,2013-11-28,467,55,2,-84,907
397,414,2013-11-29,468,55,2,-85,907
398,413,2013-11-30,469,56,2,-85,908
399,475,2013-12-02,470,56,2,-85,907
400,479,2013-12-03,471,57,2,-84,906
401,416,2013-12-04,472,57,2,-84,907
402,417,2013-12-05,473,58,2,-86,907
403,420,2013-12-06,474,58,2,-84,906
404,419,2013-12-07,475,59,2,-85,906
405,418,2013-12-08,476,59,2,-85,906
406,421,2013-12-09,477,60,3,-85,907
407,422,2013-12-18,486,64,3,-84,904
408,473,2013-12-19,487,64,3,-85,904
409,480,2013-12-20,488,64,3,-87,903
410,423,2013-12-21,489,65,3,-85,904
411,434,2013-12-22,490,65,3,-87,903
412,433,2013-12-23,491,66,3,-86,903
413,427,2013-12-24,492,66,3,-86,903
414,426,2013-12-25,493,67,3,-84,902
415,429,2013-12-26,494,67,3,-85,902
416,431,2013-12-27,495,68,3,-86,900
417,428,2013-12-28,496,68,3,-85,901
418,425,2013-12-29,497,69,3,-86,901
419,424,2013-12-30,498,69,3,-86,901
420,432,2013-12-31,499,69,3,-84,899
421,430,2014-01-01,500,70,3,-85,897
422,435,2014-01-02,501,70,3,-86,898
423,437,2014-01-03,502,71,3,-87,898
424,483,2014-01-04,503,71,3,-86,897
425,436,2014-01-05,504,72,3,-85,895
426,438,2014-01-06,505,72,3,-85,895
427,439,2014-01-08,506,73,3,-86,894
428,440,2014-01-09,507,73,3,-85,894
429,442,2014-01-10,508,73,3,-83,893
430,443,2014-01-11,509,74,3,-86,895
431,441,2014-01-12,510,74,3,-85,892
432,446,2014-01-13,511,75,3,-85,892
433,444,2014-01-14,512,75,3,-86,890
434,445,2014-01-15,513,76,3,-86,889
435,447,2014-01-16,514,76,3,-86,888
436,450,2014-01-17,515,77,3,-86,888
437,449,2014-01-18,516,77,3,-86,888
438,448,2014-01-19,517,77,3,-86,885
439,451,2014-01-20,518,78,3,-85,885
440,452,2014-01-21,519,78,3,-86,884
441,453,2014-01-22,520,79,3,-86,884
442,454,2014-01-23,521,79,3,-87,882
443,455,2014-01-24,522,80,3,-85,881
444,458,2014-01-25,523,80,3,-85,881
445,457,2014-01-26,524,81,3,-85,880
446,456,2014-01-27,525,81,3,-87,878
447,459,2014-01-28,526,82,3,-87,878
448,460,2014-01-29,527,82,3,-86,877
449,461,2014-01-30,528,82,3,-86,876
450,462,2014-01-31,529,83,3,-87,875
451,463,2014-02-01,530,83,3,-87,873
452,465,2014-02-02,531,84,3,-87,872
453,464,2014-02-03,532,84,3,-88,872
454,466,2014-02-04,533,85,3,-87,871
455,467,2014-02-05,534,85,3,-86,869
456,468,2014-02-06,535,86,3,-88,868
457,470,2014-02-07,536,86,3,-83,867
458,469,2014-02-08,537,86,3,-83,865
459,472,2014-02-09,538,87,3,-85,865
460,476,2014-02-10,539,87,3,-85,864
461,481,2014-02-11,540,88,3,-84,862
462,482,2014-02-12,541,88,3,-84,861
463,477,2014-02-13,542,89,3,-85,859
464,486,2014-02-15,543,89,3,-84,858
465,487,2014-02-16,544,90,4,-86,857
466,490,2014-02-17,545,90,4,-85,856
467,489,2014-02-18,546,91,4,-85,855
468,488,2014-02-19,547,91,4,-85,853
469,491,2014-02-20,548,91,4,-86,852
470,492,2014-02-21,549,92,4,-87,851
471,494,2014-02-22,550,92,4,-85,850
472,495,2014-02-23,551,93,4,-85,848
473,493,2014-02-24,552,93,4,-86,847
474,496,2014-02-25,553,94,4,-84,845
475,497,2014-02-26,554,94,4,-84,843
476,499,2014-02-27,555,95,4,-85,843
477,501,2014-02-28,556,95,4,-85,842
478,498,2014-03-01,557,96,4,-85,840
479,500,2014-03-02,558,96,4,-85,839
480,502,2014-03-03,559,96,4,-85,838
481,503,2014-03-04,560,97,4,-86,836
482,504,2014-03-05,561,97,4,-85,835
483,506,2014-03-06,562,98,4,-85,834
484,505,2014-03-07,563,98,4,-87,833
485,509,2014-03-08,564,99,4,-86,831
486,508,2014-03-09,565,99,4,-85,830
487,507,2014-03-10,566,100,4,-86,829
488,510,2014-03-11,567,100,4,-86,827
489,511,2014-03-12,568,101,4,-86,825
490,512,2014-03-13,569,101,4,-85,825
491,513,2014-03-14,570,102,4,-84,823
492,515,2014-03-15,571,102,4,-84,821
493,514,2014-03-16,572,102,4,-85,820
494,516,2014-03-17,573,103,4,-84,819
495,517,2014-03-18,574,103,4,-85,817
496,518,2014-03-19,575,104,4,-82,816
497,520,2014-03-20,576,104,4,-84,815
498,519,2014-03-21,577,105,4,-84,813
499,521,2014-03-22,578,105,4,-83,812
500,522,2014-03-24,579,106,4,-82,811
501,523,2014-03-25,580,106,4,-83,810
502,524,2014-03-26,581,107,4,-84,808
503,525,2014-03-27,582,107,4,-84,807
504,526,2014-03-28,583,108,4,-82,806
505,528,2014-03-29,584,108,4,-82,804
506,527,2014-03-30,585,109,4,-83,802
507,529,2014-03-31,586,109,4,-82,802
508,530,2014-04-01,587,109,4,-85,801
509,532,2014-04-02,588,110,4,-84,799
510,531,2014-04-03,589,110,4,-85,798
511,535,2014-04-04,590,111,4,-82,797
512,533,2014-04-05,591,111,4,-82,795
513,534,2014-04-06,592,112,4,-83,795
514,536,2014-04-07,593,112,4,-83,795
515,537,2014-04-08,594,113,4,-83,793
516,538,2014-04-09,595,113,4,-83,792
517,539,2014-04-10,596,114,4,-82,791
518,540,2014-04-11,597,114,4,-84,790
519,542,2014-04-12,598,115,4,-84,787
520,543,2014-04-13,599,115,4,-84,788
521,541,2014-04-14,600,116,4,-81,787
522,544,2014-04-15,601,116,4,-82,785
523,545,2014-04-16,602,117,4,-82,784
524,548,2014-04-17,603,117,4,-83,783
525,546,2014-04-18,604,118,4,-84,782
526,547,2014-04-19,605,118,4,-83,781
527,549,2014-04-20,606,118,4,-84,780
528,550,2014-04-21,607,119,4,-83,779
529,551,2014-04-22,608,119,4,-85,777
530,552,2014-04-23,609,120,5,-84,777
531,554,2014-04-24,610,120,5,-85,776
532,555,2014-04-25,611,121,5,-84,775
533,553,2014-04-26,612,121,5,-85,774
534,556,2014-04-27,613,122,5,-84,773
535,557,2014-04-28,614,122,5,-82,772
536,558,2014-04-29,615,123,5,-83,771
537,559,2014-05-01,616,123,5,-82,769
538,561,2014-05-02,617,124,5,-84,769
539,562,2014-05-03,618,124,5,-83,769
540,560,2014-05-04,619,125,5,-82,766
541,563,2014-05-05,620,125,5,-83,765
542,564,2014-05-06,621,126,5,-82,765
543,565,2014-05-07,622,126,5,-84,763
544,566,2014-05-08,623,127,5,-83,763
545,568,2014-05-09,624,127,5,-82,762
546,569,2014-05-10,625,128,5,-81,761
547,567,2014-05-11,626,128,5,-82,760
548,570,2014-05-12,627,129,5,-82,759
549,571,2014-05-13,628,129,5,-81,759
550,572,2014-05-14,629,130,5,-84,759
551,573,2014-05-15,630,130,5,-82,757
552,576,2014-05-16,631,131,5,-81,756
553,575,2014-05-17,632,131,5,-79,755
554,574,2014-05-18,633,132,5,-81,754
555,577,2014-05-19,634,132,5,-82,753
556,578,2014-05-20,635,133,5,-82,754
557,582,2014-05-21,636,133,5,-81,752
558,580,2014-05-22,637,134,5,-80,752
559,579,2014-05-23,638,134,5,-80,751
560,581,2014-05-24,639,135,5,-80,750
561,583,2014-05-25,640,135,5,-81,750
562,584,2014-05-26,641,136,5,-81,749
563,585,2014-05-27,642,136,5,-80,749
564,586,2014-05-28,643,137,5,-80,748
565,588,2014-05-29,644,137,5,-80,748
566,589,2014-05-30,645,138,5,-81,746
567,587,2014-05-31,646,138,5,-81,746
568,590,2014-06-01,647,139,5,-79,746
569,591,2014-06-02,648,139,5,-80,746
570,592,2014-06-03,649,140,5,-79,745
571,593,2014-06-04,650,140,5,-80,743
572,595,2014-06-05,651,141,5,-80,743
573,594,2014-06-07,652,141,5,-79,745
574,596,2014-06-08,653,142,5,-80,744
575,597,2014-06-09,654,142,5,-79,742
576,598,2014-06-10,655,143,5,-77,741
577,599,2014-06-11,656,143,5,-80,740
578,600,2014-06-12,657,144,5,-79,739
579,602,2014-06-13,658,144,5,-79,739
580,603,2014-06-14,659,145,5,-77,738
581,601,2014-06-15,660,145,5,-78,735
582,604,2014-06-16,661,146,5,-76,735
583,605,2014-06-17,662,146,5,-77,735
584,609,2014-06-18,663,147,5,-77,734
585,607,2014-06-19,664,147,5,-78,732
586,610,2014-06-20,665,148,5,-78,735
587,608,2014-06-21,666,148,5,-77,736
588,606,2014-06-22,667,149,5,-76,736
589,611,2014-06-23,668,150,6,-75,734
590,613,2014-06-24,669,150,6,-84,735
591,612,2014-06-25,670,151,6,-79,737
592,614,2014-06-26,671,151,6,-79,740
593,615,2014-06-27,672,152,6,-78,739
594,616,2014-06-28,673,152,6,-78,738
595,617,2014-06-29,674,153,6,-80,739
596,618,2014-06-30,675,153,6,-80,740
597,619,2014-07-01,676,154,6,-80,738
598,622,2014-07-02,677,154,6,-78,737
599,621,2014-07-03,678,155,6,-77,739
600,624,2014-07-04,679,155,6,-77,738
601,620,2014-07-05,680,156,6,-76,740
602,623,2014-07-06,681,156,6,-79,738
603,625,2014-07-07,682,157,6,-77,739
604,626,2014-07-08,683,158,6,-79,741
605,627,2014-07-09,684,158,6,-75,741
606,628,2014-07-10,685,159,6,-77,740
607,629,2014-07-11,686,159,6,-76,738
608,630,2014-07-12,687,160,6,-77,739
609,631,2014-07-14,688,160,6,-77,741
610,632,2014-07-15,689,161,6,-76,742
611,633,2014-07-16,690,161,6,-77,741
612,634,2014-07-17,691,162,6,-76,741
613,637,2014-07-18,692,162,6,-76,742
614,636,2014-07-19,693,163,6,-76,741
615,635,2014-07-20,694,164,6,-75,740
616,638,2014-07-21,695,164,6,-76,741
617,639,2014-07-22,696,165,6,-75,743
618,640,2014-07-23,697,165,6,-74,743
619,641,2014-07-24,698,166,6,-77,743
620,642,2014-07-25,699,166,6,-76,744
621,643,2014-07-26,700,167,6,-75,745
622,644,2014-07-27,701,167,6,-77,745
623,645,2014-07-28,702,168,6,-76,745
624,646,2014-07-29,703,169,6,-75,747
625,647,2014-07-30,704,169,6,-75,747
626,648,2014-07-31,705,170,6,-76,746
627,650,2014-08-01,706,170,6,-76,748
628,651,2014-08-02,707,171,6,-76,749
629,649,2014-08-03,708,171,6,-76,749
630,652,2014-08-04,709,172,6,-73,750
631,653,2014-08-05,710,172,6,-77,751
632,654,2014-08-06,711,173,6,-75,751
633,658,2014-08-07,712,174,6,-77,752
